Student_ID,Location_Name,Building_Name,Floor,X_Coordinate,Y_Coordinate,Foot_Traffic_Density,Timestamp,Event
919,Garden Area,Main Gate,0,69.83,3.18,Low,2025-05-16 9:21:00,
920,Computer Lab,Cultural Hall,0,68.28,21.42,Low,2025-05-16 14:44:00,Orientation
921,Student Lounge,Academic Block A,3,33.97,56.86,Medium,2025-05-16 11:30:00,
922,Student Lounge,Main Gate,0,9.67,61.79,Medium,2025-05-16 10:47:00,Lunch Time
923,Gymnasium,Main Gate,0,69.86,88.72,Medium,2025-05-16 9:27:00,Sports Event
924,Lecture Hall A,Academic Block A,0,69.74,22.76,Medium,2025-05-16 16:59:00,Sports Event
925,Garden Area,Main Gate,0,79.96,11.57,Medium,2025-05-16 15:35:00,Seminar
926,Medical Center,Student Center,1,48.87,43.47,Medium,2025-05-16 17:02:00,Orientation
927,Auditorium,Engineering Block,1,55.58,16.34,High,2025-05-16 11:00:00,
928,Parking Area,Academic Block A,1,16.42,70.54,Low,2025-05-16 15:43:00,
929,Lecture Hall A,Academic Block A,1,97.77,25.96,High,2025-05-16 10:45:00,Seminar
930,Student Lounge,Main Gate,3,87.16,11.36,Medium,2025-05-16 15:41:00,Class Break
931,Garden Area,Main Gate,2,14.8,41.76,Medium,2025-05-16 8:17:00,Sports Event
932,Parking Area,Main Gate,0,40.31,38.52,Low,2025-05-16 11:44:00,Class Break
933,Medical Center,Main Gate,1,80.43,50.63,Medium,2025-05-16 13:21:00,
934,Computer Lab,Academic Block A,3,4.58,9.54,High,2025-05-16 16:29:00,Sports Event
935,Lecture Hall B,Engineering Block,1,95.07,51.49,Medium,2025-05-16 13:42:00,
936,Parking Area,Student Center,3,39.18,93.49,Low,2025-05-16 15:11:00,
937,Auditorium,Main Gate,1,91.6,94.28,High,2025-05-16 15:28:00,
938,Auditorium,Student Center,1,61.33,68.41,Medium,2025-05-16 12:54:00,Seminar
939,Computer Lab,Main Gate,3,89.7,17.82,Low,2025-05-16 8:49:00,
940,Medical Center,Student Center,3,10.93,63.13,Low,2025-05-16 8:27:00,Seminar
941,Student Lounge,Academic Block A,3,98.32,65.43,Low,2025-05-16 8:09:00,Class Break
942,Main Library,Student Center,2,54.65,21.09,Medium,2025-05-16 16:03:00,Sports Event
943,Medical Center,Main Gate,3,5.11,30.25,Low,2025-05-16 8:33:00,Class Break
944,Lecture Hall B,Student Center,2,88.66,40.54,Low,2025-05-16 17:41:00,Lunch Time
945,Parking Area,Student Center,1,22.89,20.66,High,2025-05-16 8:01:00,
946,Student Lounge,Student Center,0,31.51,42.21,High,2025-05-16 11:50:00,Lunch Time
947,Main Library,Academic Block B,3,24.41,96.55,Medium,2025-05-16 9:00:00,Orientation
948,Admin Office,Academic Block A,2,11.06,51.65,Low,2025-05-16 17:37:00,
949,Computer Lab,Academic Block B,1,34.19,16.09,Low,2025-05-16 11:52:00,Orientation
950,Computer Lab,Student Center,0,35.51,26.71,High,2025-05-16 14:05:00,
951,Garden Area,Engineering Block,2,41.1,95.46,Medium,2025-05-16 8:14:00,
952,Computer Lab,Student Center,2,71.5,82.48,Medium,2025-05-16 12:52:00,Class Break
953,Parking Area,Academic Block B,0,60.98,29.62,Medium,2025-05-16 8:27:00,Class Break
954,Student Lounge,Cultural Hall,1,57.99,75.31,Medium,2025-05-16 15:15:00,
955,Lecture Hall A,Academic Block B,0,31.69,91.59,Medium,2025-05-16 12:55:00,
956,Student Lounge,Academic Block A,1,79.67,12.87,High,2025-05-16 10:56:00,Sports Event
957,Computer Lab,Academic Block B,1,81.18,94.67,Medium,2025-05-16 12:41:00,Orientation
958,Computer Lab,Cultural Hall,0,40.07,98.41,Low,2025-05-16 13:21:00,
959,Medical Center,Cultural Hall,0,55.07,94.04,Medium,2025-05-16 14:02:00,
960,Admin Office,Academic Block B,0,38.71,25.09,Medium,2025-05-16 15:26:00,
961,Student Lounge,Engineering Block,3,65.14,93.61,Low,2025-05-16 8:53:00,Lunch Time
962,Main Library,Academic Block A,1,86.61,55.31,Medium,2025-05-16 17:54:00,Class Break
963,Lecture Hall A,Student Center,2,52.1,13.73,Low,2025-05-16 12:19:00,
964,Main Library,Academic Block A,1,30.06,30.41,Low,2025-05-16 12:25:00,Lunch Time
965,Gymnasium,Engineering Block,1,85.77,43.89,High,2025-05-16 15:24:00,
966,Cafeteria,Cultural Hall,2,75.43,67.52,High,2025-05-16 14:53:00,Orientation
967,Medical Center,Student Center,3,72.65,98.58,Low,2025-05-16 14:33:00,Sports Event
968,Main Library,Cultural Hall,1,0.99,18.31,High,2025-05-16 17:44:00,Seminar
969,Auditorium,Academic Block A,3,59.76,25.47,Medium,2025-05-16 8:19:00,Lunch Time
970,Lecture Hall A,Engineering Block,3,87.83,24.77,High,2025-05-16 10:44:00,
971,Student Lounge,Academic Block B,3,47.17,60.35,Medium,2025-05-16 10:42:00,Lunch Time
972,Auditorium,Cultural Hall,2,88.73,57.74,Low,2025-05-16 16:46:00,
973,Main Library,Academic Block A,2,52.73,82.03,Medium,2025-05-16 12:07:00,
974,Gymnasium,Academic Block B,0,44.89,33.49,Low,2025-05-16 10:08:00,Seminar
975,Lecture Hall A,Engineering Block,0,8.61,20.83,Low,2025-05-16 16:08:00,
976,Admin Office,Cultural Hall,0,71.47,25.28,High,2025-05-16 14:34:00,Seminar
977,Auditorium,Academic Block B,0,54.43,1.38,High,2025-05-16 15:41:00,
978,Lecture Hall B,Academic Block B,1,53.72,23.32,High,2025-05-16 9:43:00,Seminar
979,Auditorium,Academic Block A,2,41.02,15.11,Low,2025-05-16 13:46:00,
980,Lecture Hall B,Academic Block A,2,73.09,38.12,High,2025-05-16 17:50:00,Orientation
981,Cafeteria,Academic Block B,2,16.98,22.92,High,2025-05-16 12:59:00,
982,Admin Office,Academic Block A,3,18.47,4.78,High,2025-05-16 16:44:00,Lunch Time
983,Gymnasium,Academic Block A,3,56.11,16.57,High,2025-05-16 16:46:00,Class Break
984,Garden Area,Engineering Block,3,59.14,28.46,High,2025-05-16 10:56:00,Class Break
985,Auditorium,Academic Block A,0,92.38,94.94,Low,2025-05-16 11:33:00,Orientation
986,Student Lounge,Main Gate,1,18.24,84.12,High,2025-05-16 17:49:00,Lunch Time
987,Lecture Hall B,Main Gate,1,71.56,62.1,Medium,2025-05-16 14:34:00,Sports Event
988,Lecture Hall B,Academic Block A,2,66.18,10.55,Medium,2025-05-16 8:37:00,Orientation
989,Gymnasium,Cultural Hall,2,67.76,40.25,Low,2025-05-16 16:21:00,
990,Parking Area,Academic Block A,2,40.39,66.07,Low,2025-05-16 10:59:00,Orientation
991,Admin Office,Academic Block B,0,73.33,67.34,High,2025-05-16 13:21:00,
992,Gymnasium,Engineering Block,0,37.58,48.52,Low,2025-05-16 10:36:00,
993,Lecture Hall B,Academic Block A,1,75.76,45.84,Medium,2025-05-16 10:21:00,Sports Event
994,Auditorium,Student Center,3,86.41,3.27,Medium,2025-05-16 14:35:00,Class Break
995,Main Library,Academic Block A,1,48.76,96.92,High,2025-05-16 11:53:00,Class Break
996,Student Lounge,Student Center,2,39,83.56,Medium,2025-05-16 8:04:00,Class Break
997,Parking Area,Cultural Hall,3,18.47,72.63,Medium,2025-05-16 12:38:00,
998,Garden Area,Student Center,2,55.42,74.3,Low,2025-05-16 8:34:00,Class Break
999,Student Lounge,Main Gate,0,8,61.82,Low,2025-05-16 9:26:00,
1000,Computer Lab,Main Gate,2,50.26,17.67,High,2025-05-16 13:30:00,Seminar
